"doc_id","countryname","partyname","partyabbrev","party","parfam","rile","date","year","token_count","pop_anti_elitism","pop_people_centrism","pop_manichean","populism_overall","pop_ideology_overall","pop_ideology_left","pop_ideology_right","pop_ideology_centrist","lib_political","lib_social","lib_economic","lib_financial_market","liberalism_overall","pop_ideology_direction","pop_anti_elitism_sonnet","pop_people_centrism_sonnet","pop_manichean_sonnet","populism_overall_sonnet","pop_ideology_overall_sonnet","pop_ideology_left_sonnet","pop_ideology_right_sonnet","pop_ideology_centrist_sonnet","lib_political_sonnet","lib_social_sonnet","lib_economic_sonnet","lib_financial_market_sonnet","liberalism_overall_sonnet","pop_anti_elitism_gpt41mini","pop_people_centrism_gpt41mini","pop_manichean_gpt41mini","populism_overall_gpt41mini","pop_ideology_overall_gpt41mini","pop_ideology_left_gpt41mini","pop_ideology_right_gpt41mini","pop_ideology_centrist_gpt41mini","lib_political_gpt41mini","lib_social_gpt41mini","lib_economic_gpt41mini","lib_financial_market_gpt41mini","liberalism_overall_gpt41mini","pop_anti_elitism_gemini","pop_people_centrism_gemini","pop_manichean_gemini","populism_overall_gemini","pop_ideology_overall_gemini","pop_ideology_left_gemini","pop_ideology_right_gemini","pop_ideology_centrist_gemini","lib_political_gemini","lib_social_gemini","lib_economic_gemini","lib_financial_market_gemini","liberalism_overall_gemini"
"22420_201006","Netherlands","People’s Party for Freedom and Democracy","VVD",22420,40,19.382,2010-06-01,2010,17010.75,3,4.167,2,3,4.167,2,5.667,4,8,7.667,9,7.333,8,0.314305305562698,3,4,2,3,3,1,4.5,2,8,7.5,9,7.5,8,3,5.5,3,3.5,5.5,3,7,6,8,7.5,9,7,8,3,3,1,2.5,4,,5.5,,8,8,9,7.5,8
"22420_201209","Netherlands","People’s Party for Freedom and Democracy","VVD",22420,40,22.629,2012-09-01,2012,18661.5,2.333,2.838,1.5,2.172,3,1.258,4.333,3.5,8.505,8,8.657,7.333,8.333,0.338246617533825,1.485,3,1,2,1.515,0.515,2.515,1.515,8.515,8,9,7,8,2.515,3.515,2,2.515,4.485,2,6.485,5.485,8.485,8,7.97,7.485,8.485,3,2,,2,3,,4,,8.514,8,9,7.514,8.514
"22420_201703","Netherlands","People’s Party for Freedom and Democracy","VVD",22420,40,10.953,2017-03-01,2017,31857,1.719,3.818,2.907,2.491,3.387,2.134,4.131,3.866,7.666,7.58,8.008,7.699,7.834,0.197117757378344,1.658,3.455,1.722,1.973,2.214,1.268,2.946,1.732,7,7,7.759,7.251,7.251,2.5,5,5,3.5,5,3,5.5,6,7.757,7.5,7.757,7.514,7.757,1,3,2,2,2.946,,3.946,,8.24,8.24,8.507,8.333,8.493
"22420_202103","Netherlands","People’s Party for Freedom and Democracy","VVD",22420,40,3.594,2021-03-01,2021,33068.25,2.167,3.667,1.833,2.333,3.421,3.077,4.43,3.617,7.834,7.325,7.326,6.678,7.498,0.121628910463862,2,3,2,2.233,2.233,1.466,3.492,2.233,7.767,7.217,7,6.534,7.259,2.5,4,2.5,2.766,5.031,3.766,5.797,5,7.734,7,7.234,6.5,7.234,2,4,1,2,3,4,4,,8,7.757,7.743,7,8
"22521_197705","Netherlands","Christian Democratic Appeal","CDA",22521,50,-11.6,1977-05-01,1977,9769.5,1.5,4.75,2,2.75,3.5,4.5,1.75,5,7.833,7.662,6.5,4,6.829,-0.244444444444444,1,2.5,1,1.5,2,3,0.5,3,7.5,7.5,,5,6.5,2,7,3,4,5,6,3,7,8,7.486,7,,7.486,,,,,,,,,8,8,6,3,6.5
"22521_198209","Netherlands","Christian Democratic Appeal","CDA",22521,50,-11.7,1982-09-01,1982,31179.75,1.917,3.411,1,1.993,2.409,4.727,2,3,7.601,7.587,5.951,5.426,6.764,-0.280353654775368,1.252,2.732,1,1.479,2.227,3.454,2,2,7.041,7,5.673,5.521,6.268,3,5,,3,4,6,2,5,7.761,7.761,6.507,5,7.268,1.5,2.5,,1.5,1,,,2,8,8,5.673,5.757,6.757
"22521_198605","Netherlands","Christian Democratic Appeal","CDA",22521,50,-4,1986-05-01,1986,28690.5,1.77,3.313,1.5,1.937,2.437,2.843,1.669,3.698,7.18,7.229,6.581,5.76,6.837,-0.14299634591961,1.31,2.438,1,1.31,1.31,2.185,1.339,2.094,6.539,6.438,6,5.613,6.253,2,4.5,2,2.5,4,3.5,2,6,7.5,7.5,7.243,6,7.257,2,3,,2,2,,,3,7.5,7.75,6.5,5.667,7
"22521_198909","Netherlands","Christian Democratic Appeal","CDA",22521,50,-8.8,1989-09-01,1989,28692.75,1.5,4.246,1,2,3.127,4.127,1.627,4.754,8.005,7.667,6.836,6.42,7.335,-0.237913970308337,1,2.493,1,1,1.254,2.254,1.254,2.507,7.254,7,6.254,5.746,6.493,2,6,,3,5,6,2,7,8.761,8,7.254,7,7.761,,,,,,,,,8,8,7,6.513,7.753
"22521_199405","Netherlands","Christian Democratic Appeal","CDA",22521,50,-2.594,1994-05-01,1994,28682.25,2,4.248,2.5,2.625,2.625,2.378,1.878,4.625,7.831,7.411,7.673,7.17,7.751,-0.0562999662200203,1,2.495,1,1.251,1.251,1.755,1.755,2.251,7.245,6.98,7.26,6.511,7,3,6,4,4,4,3,2,7,8.507,7.761,8.254,7,8.254,,,,,,,,,7.74,7.494,7.506,8,8
"22521_199805","Netherlands","Christian Democratic Appeal","CDA",22521,50,-1.627,1998-05-01,1998,25089.75,2.168,3.917,1.5,2.183,2.787,3.393,2.266,4.392,7.562,7.162,6.629,5.345,7.004,-0.112128146453089,2,3.655,1,2,2.345,2.724,2,3.69,7,6.474,6,5.345,6,2.531,5.125,2,3.062,4.531,4.062,2.531,7,8,7.66,7.36,,7.66,1.971,2.971,,1.486,1.486,,,2.486,7.685,7.352,6.528,,7.352
"22521_200205","Netherlands","Christian Democratic Appeal","CDA",22521,50,2.467,2002-05-01,2002,15982.5,2.158,3.831,2,2.168,3.333,3,3.825,4.172,7.842,6.828,6.667,6.838,7.018,0.0750204601254888,1.474,2.947,1,1.474,2,2,2.474,3,7.526,6,6,6,6.526,2,4.545,3,3.03,5,4,5,6.515,8,7.485,7,6.515,7,3,4,,2,3,,4,3,8,7,7,8,7.528
"22521_200611","Netherlands","Christian Democratic Appeal","CDA",22521,50,4,2006-11-01,2006,25733.25,2.505,3.603,1.5,2.343,3.515,2.747,3.685,4.917,7.898,7.342,7.564,6.619,7.676,0.0826504537844744,2,2.66,1,2,2,1.979,2.34,3.319,7.34,7,7.34,6.34,7.34,2.515,4.545,2,3.03,5.03,3.515,5.03,6.515,8.353,7.686,7.353,6.515,7.686,3,,,2,,,,,8,7.339,8,7,8
"22521_201006","Netherlands","Christian Democratic Appeal","CDA",22521,50,9.581,2010-06-01,2010,24237,1.667,3.831,1,1.667,3.169,2.169,4,4.5,7.548,7.431,7.12,6.658,7.319,0.171618708407536,1,2.663,1,1,1.337,1.337,2,2,7.325,7,6.663,6,6.663,3,5,,3,5,3,6,7,7.647,7.294,7.353,6.647,7.294,1,,,1,,,,,7.672,8,7.345,7.328,8
"22521_201209","Netherlands","Christian Democratic Appeal","CDA",22521,50,17.701,2012-09-01,2012,12040.5,3.171,4.495,2,3,3.662,4.333,3.833,4.99,7.667,7.162,7,5.5,7,-0.0380054727880815,3,4,1.5,2,2,3,2.5,4,7,6.5,6,,6,3,6,2.5,4,5.5,6,6,7,8,7.5,8,7,8,3.514,3.486,2,3,3.486,4,3,3.971,8,7.486,7,4,7
"22521_201703","Netherlands","Christian Democratic Appeal","CDA",22521,50,3.604,2017-03-01,2017,19296,3.243,4.327,2.667,3.162,3.995,4.667,4.481,4.492,7.156,6.984,6.5,5.486,6.324,-0.0136363636363636,,4.481,3,3,3,5,3.444,3.963,6.481,6.481,,6,6,3,5.5,3,4,5.5,5,5,6,7.5,7.5,7,6,7,3.486,3,2,2.486,3.486,4,5,3.514,7.486,6.971,6,4.457,5.971
"22521_202103","Netherlands","Christian Democratic Appeal","CDA",22521,50,-0.367,2021-03-01,2021,22197,2.656,4.328,1.773,2.879,4.106,4.09,4.339,5.116,7.783,7.429,5.833,5.667,6.894,0.0183831672203766,2.302,3.651,1.651,2.302,2.651,2.605,3.349,3.349,7.349,6.953,5.5,5,6.349,3,5.667,2.667,3.667,5.667,4.667,5.667,7,8,7.667,6.667,7,7.333,2.667,3.667,1,2.667,4,5,4,5,8,7.667,5.333,5,7
"22522_196305","Netherlands","Catholic People’s Party","KVP",22522,50,-13.3,1963-05-01,1963,1548,1.5,4.5,2,3,3.5,5,2.5,5,7.333,7.333,7,6.5,7.333,-0.2,1,3,1,2,2,4,2,3,7,7,6,6,7,2,6,3,4,5,6,3,7,7,7,8,,7,,,,,,,,,8,8,7,7,8
"22522_196702","Netherlands","Catholic People’s Party","KVP",22522,50,7.2,1967-02-01,1967,1560.75,,3,,,4,3,,5,7.667,7.333,7,6.667,7.667,,,3,,,2,3,,4,7,7,6,6,7,,,,,6,,,6,8,7,8,7,8,,,,,,,,,8,8,7,7,8
"22522_197104","Netherlands","Catholic People’s Party","KVP",22522,50,-26.2,1971-04-01,1971,5102.25,2,2.5,1,2,3.5,6,1,4,7.667,8,6.5,5.333,6.667,-0.454545454545455,2,2,1,2,2,5,1,3,7,8,,5,6,2,3,,2,5,7,1,5,8,7,7,6,7,,,,,,,,,8,9,6,5,7
"22523_196305","Netherlands","Anti-Revolutionary Party","ARP",22523,50,2.4,1963-05-01,1963,3597.75,2,3,1,2,2.5,3,1.5,3,7.667,7,6.667,6.5,7,-0.2,2,3,1,2,2,3,1,2,7,6,6,6,6,2,3,,2,3,3,2,4,8,7,7,,7,,,,,,,,,8,8,7,7,8
"22523_196702","Netherlands","Anti-Revolutionary Party","ARP",22523,50,-5.5,1967-02-01,1967,6549.75,2,3,2.5,2.333,3,3,2,4,7.667,7.333,7,6,7,-0.111111111111111,2,3,1,2,2,3,2,3,7,7,6,5,6,2,3,,2,4,3,2,6,8,7,7,6,7,2,3,4,3,3,,,3,8,8,8,7,8
"22523_197104","Netherlands","Anti-Revolutionary Party","ARP",22523,50,-18.1,1971-04-01,1971,10536.75,1.742,2.742,1.742,1.742,3.742,4.226,2.258,4.242,7.302,7.349,6.161,5,6.828,-0.183479395860526,1.484,2.484,1.484,1.484,2.484,3.452,1.516,2.484,6.968,6.484,5.484,5,6.484,2,3,2,2,5,5,3,6,7.438,7.562,7,,7,,,,,,,,,7.5,8,6,,7
"22524_197104","Netherlands","Democratic Socialists‘70","DS‘70",22524,50,-12.9,1971-04-01,1971,2451,2,4.5,1.5,2.5,4,4.5,2,5.5,8.333,7,6.667,5,7,-0.208333333333333,2,3,2,2,3,4,1,4,8,6,6,5,6,2,6,1,3,5,5,3,7,8,7,7,,7,,,,,,,,,9,8,7,,8
"22525_195206","Netherlands","Christian Historical Union","CHU",22525,50,23.75,1952-06-01,1952,1541.25,0.5,2,4,2,3,2,5.5,1,4,4,4.667,,4,0.411764705882353,1,2,1,1,2,2,3,1,,4,5,,,0,2,7,3,4,2,8,1,2,1,3,,2,,,,,,,,,6,7,6,,6
"22525_196702","Netherlands","Christian Historical Union","CHU",22525,50,10.4,1967-02-01,1967,1224.75,1,4,1,2,2,3,2,3,7.667,6.333,6,5,6.667,-0.125,1,4,1,2,2,3,2,3,7,5,5,5,6,,,,,,,,,8,7,7,,7,,,,,,,,,8,7,6,,7
"22525_197104","Netherlands","Christian Historical Union","CHU",22525,50,-21.4,1971-04-01,1971,12599.25,2,4.25,1,2.25,4,5.25,1,4.25,7.5,7.167,6,5.667,6.833,-0.404761904761905,1.5,3,1,1.5,2.5,4.5,1,2,7,6.5,5,5,6.5,2.5,5.5,,3,5.5,6,,6.5,8,7,7,6,7,,,,,,,,,7.5,8,6,6,7
"22526_200205","Netherlands","Christian Union","CU",22526,50,10.571,2002-05-01,2002,30591,3.169,4.237,2.158,2.546,4.106,4.369,3.856,4.131,7.429,5.434,4.662,4.667,5.941,-0.0415182907089673,2.974,3.712,2.474,2.712,3.212,3.737,3.712,2.263,6.288,3,4.5,4,5.051,2.531,6,2,2.594,5,5,4,6,8,7.265,6.485,6,7.265,4,3,2,2.333,,,,,8,6.036,3,4,5.507
"22526_200611","Netherlands","Christian Union","CU",22526,50,8.825,2006-11-01,2006,23944.5,2.983,4.144,2.316,2.933,3.544,4.456,4.221,3.989,6.976,6.004,4.656,4.263,5.819,-0.0185536080846361,2.448,2.931,1.631,2.3,2.631,3.369,2.664,2.968,6.631,5,,4.526,5.474,4,7,3,5,6,5,6,7,7.66,7.34,6.34,,7,2.5,2.5,,1.5,2,5,4,2,6.636,5.673,2.973,4,4.982
"22526_201006","Netherlands","Christian Union","CU",22526,50,18.878,2010-06-01,2010,32862.75,2.396,2.991,2.369,2.408,3.394,4.755,2.75,3.413,7.6,7.589,6.392,5.347,6.76,-0.183641692617696,2.231,2.973,1.238,2.238,2.238,3.265,2,2.238,6.762,7,6,5,6,2.5,4,3.5,3.5,5,5,3.5,6,8.271,8.014,7.514,6.514,7.514,2.457,2,,1.486,2.943,6,,2,7.767,7.753,5.661,4.528,6.767
"22526_201209","Netherlands","Christian Union","CU",22526,50,10.203,2012-09-01,2012,30468,2.718,4.149,2.382,2.752,3.393,3.766,3.218,4.393,7.496,7.011,6.524,4.919,6.415,-0.0481673551902962,2.488,3.231,1.744,2.231,2.488,2.512,2.744,3.488,6.744,6.311,6,4,5.744,2.346,4.731,3.019,3.365,4.692,5.019,3.692,5.692,7.743,7.486,7.257,6.757,7,3.321,4.486,,2.66,3,,,4,8,7.236,6.315,4,6.5
"22526_201703","Netherlands","Christian Union","CU",22526,50,5.475,2017-03-01,2017,28268.25,3.549,4.218,2.778,3.276,3.665,4.742,3.609,4.135,7.584,7.58,5.819,4.833,6.702,-0.0907416306263015,2.315,2.986,2,2.495,2.329,3.227,2.495,2.237,6.753,7,6,4.5,6.342,3.333,4.667,3.333,3.667,5,5,4.333,5.667,8,7.739,6.739,6.5,7.493,5,5,3,3.667,3.667,6,4,4.5,8,8,4.717,3.5,6.271
"22526_202103","Netherlands","Christian Union","CU",22526,50,-7.779,2021-03-01,2021,48907.5,3.198,4.049,2.351,2.72,3.465,4.908,3.221,3.919,7.85,7.911,5.099,4.744,6.738,-0.140023240371846,3.538,3.596,2.348,2.711,2.437,3.751,1.624,2.798,7.185,7.57,4,4.255,6.035,2.667,4.552,2.706,3.059,4.373,5.985,4.039,5.04,8.524,8.33,7.33,6.5,8.019,3.391,4,2,2.391,3.586,4.989,4,,7.841,7.832,3.967,3.478,6.159
"22527_198209","Netherlands","Reformed Political League","GPV",22527,50,24.62,1982-09-01,1982,14313.75,2.333,2.821,2.488,2.488,3,1.5,4.179,2.232,6.514,3.829,5.829,5.5,5.757,0.338642396662874,2,3.464,2.464,2.464,3,1,4.536,1.464,,2,5,4,,2,3,3,3,3,2,4,3,7,6,6,,6,3,2,2,2,3,,4,,6.027,3.486,6.486,7,5.514
"22527_198909","Netherlands","Reformed Political League","GPV",22527,50,28.686,1989-09-01,1989,15719.25,2.291,2.718,2.937,2.291,3.218,2.5,4.937,2.718,7.171,4.172,6.014,4,6.257,0.239980305268341,1.873,2.437,1.873,1.873,2.437,2,3.873,1.437,6,3,,4,,2,3,4,3,4,3,6,4,7.514,6.029,6.514,,6.514,3,,,2,,,,,8,3.486,5.514,,6
"22527_199405","Netherlands","Reformed Political League","GPV",22527,50,24.426,1994-05-01,1994,18430.5,4.289,3.811,3.622,3.956,4.144,3.283,4.667,2.717,7.004,4.37,6.685,5,6.528,0.129745945439205,1.867,2.433,1.867,1.867,2.433,1.567,4,1.433,6,2,6,5,6,7,6,7,7,6,5,6,4,7.486,6,7,,7,4,3,2,3,4,,4,,7.528,5.111,7.056,,6.583
"22527_199805","Netherlands","Reformed Political League","GPV",22527,50,13.803,1998-05-01,1998,12180.75,2.333,2.75,1.25,1.667,3.25,2.5,4.5,2.75,7.507,4.005,5.838,4.5,6.007,0.205128205128205,2.5,2.5,1.5,2,2.5,2,3,1.5,,2,5,4.5,,2,3,1,2,4,3,6,4,7.514,6.514,6.514,,6.514,2.5,,,1,,,,,7.5,3.5,6,,5.5
"22528_198105","Netherlands","Reformatory Political Federation","RPF",22528,50,37.644,1981-05-01,1981,12308.25,2.495,1.818,2.5,2.001,2.985,1.5,4.274,2.727,5.197,2.818,6.495,5,5.227,0.326314551229267,3,2.455,2,2,2.455,1,4,1.455,,2.455,6,5,,2,3,3,2.516,3.516,2,4.548,4,4.935,4,5.484,,4.968,2.486,0,,1.486,,,,,5.459,2,8,,5.486
"22528_198209","Netherlands","Reformatory Political Federation","RPF",22528,50,37.644,1982-09-01,1982,12308.25,2.667,3.144,2.467,2.311,2.644,1.75,4.5,2.644,5.153,3,6.667,5,4.493,0.309197211603328,3,2.433,2.433,2.433,2.433,1,4,1.433,6,3,7,5,,2,3,2.5,2.5,3.5,2.5,5,3.5,5,4,5,,4.5,3,4,,2,2,,,3,4.459,2,8,,4.486
"22528_198909","Netherlands","Reformatory Political Federation","RPF",22528,50,17.811,1989-09-01,1989,27627,2,2.625,2.5,2.333,3,2.125,3.75,3.375,6.404,4.099,6.677,5.75,5.764,0.175675675675676,2,2.25,2,1.667,2,1.25,3.5,1.75,5.667,3,7,5,5,2,3,3,3,4,3,4,5,6.296,5.296,6.282,,6.042,,,,,,,,,7.25,4,6.75,6.5,6.25
"22528_199405","Netherlands","Reformatory Political Federation","RPF",22528,50,24.89,1994-05-01,1994,29958.75,2.663,2.988,2.488,2.077,2.994,3.25,3.359,2.75,7.116,5.233,6.257,5.167,6.343,0.0116465434341276,2.488,2.975,1.975,2.231,2.488,3,2.719,2,6.333,4.411,6,4.5,6,2,3,3,2.5,3.5,3.5,4,3.5,7.514,6.3,6.271,7,6.786,3.5,,,1.5,,,,,7.5,4.986,6.5,4,6.243
"22528_199805","Netherlands","Reformatory Political Federation","RPF",22528,50,24.598,1998-05-01,1998,18599.25,3.5,5.493,2.5,3.493,4.16,4.74,5,4.333,6.838,5.527,4.514,3.827,5.514,0.0184750941519221,4,4.48,3,3.48,3.48,4.48,4,2,6,,,3.48,,3,6,2,4,6,5,6,6,7.514,6.514,6.029,6,6.514,,6,,3,3,,,5,7,4.541,3,2,4.514
"22710_198209","Netherlands","Centre Party","",22710,70,-4.847,1982-09-01,1982,6276.75,6,7.333,4,6,6.667,4.667,7.667,5.667,6.667,5,5.5,4,6,0.166657407921782,4,6,3,4,5,3,7,4,6,,,4,,7,8,,7,7,6,7,7,8,7,6,,7,7,8,5,7,8,5,9,6,6,3,5,,5
"22711_198909","Netherlands","Centre Democrats","",22711,70,3.114,1989-09-01,1989,2911.5,7,6.667,6,6.667,8,2,9,3,3.667,0.333,3.667,4,3,0.5,6,7,5,6,8,1,9,1,3,0,4,4,3,7,6,7,7,7,3,9,5,4,1,3,,3,8,7,6,7,9,,9,,4,0,4,,3
"22711_199405","Netherlands","Centre Democrats","",22711,70,12.629,1994-05-01,1994,4051.5,6,7.667,6.667,6.667,7.667,1.5,9,2.5,2.667,0.667,3.333,,2,0.576923076923077,7,8,7,7,8,1,9,1,2,1,4,,2,3,7,6,5,6,2,9,4,3,1,3,,2,8,8,7,8,9,,9,,3,0,3,,2
"22720_200301","Netherlands","List Pim Fortuyn","LPF",22720,70,3.235,2003-01-01,2003,9777.75,5.338,5.805,5.061,4.823,5.812,2.455,6.49,4.89,6.757,6.562,7.024,5.5,6.57,0.291651608239971,5.182,5.636,4.182,4.636,4.636,1.909,5.636,3.545,6.091,,6.545,6,6.091,4.25,5.25,5,4.25,5.688,3,6.25,6.125,7.125,6.125,7,,6.562,6.583,6.528,6,5.583,7.111,,7.583,5,7.056,7,7.528,5,7.056
"22722_200611","Netherlands","Party of Freedom","PVV",22722,70,38.686,2006-11-01,2006,903.75,8.667,8,7.333,8,8.333,2,9,4.5,3.5,1.333,7,6,4,0.451612903225806,8,8,7,8,8,1,9,2,3,1,7,6,,9,8,8,8,8,3,9,7,4,2,7,,4,9,8,7,8,9,,9,,,1,7,,4
"22722_201006","Netherlands","Party of Freedom","PVV",22722,70,13.274,2010-06-01,2010,5323.5,9,8.333,8.333,8.667,8.333,3,9.333,3,4.5,1.667,7,3,4.5,0.413030718059088,9,9,8,9,9,2,9,1,,1,,4,,9,8,9,9,7,3,9,5,6,3,7,2,5,9,8,8,8,9,4,10,3,3,1,7,3,4
"22722_201209","Netherlands","Party of Freedom","PVV",22722,70,15.642,2012-09-01,2012,6842.25,9.333,8.667,9,9,8.667,2.5,9.333,2,3,1,7,3,3.5,0.493963709968915,9,9,9,9,9,2,9,2,,1,,4,,9,8,9,9,7,3,9,,3,2,7,3,4,10,9,9,9,10,,10,,,0,7,2,3
"22722_201703","Netherlands","Party of Freedom","PVV",22722,70,20,2017-03-01,2017,150.75,7.333,9,8.333,8.333,8.333,3.667,9.667,1.5,2.5,0.667,4.667,,2.5,0.404476203316705,6,9,8,8,8,3,9,2,,1,6,,,8,9,9,9,8,2,10,1,3,1,4,,3,8,9,8,8,9,6,10,,2,0,4,,2
"22722_202103","Netherlands","Party of Freedom","PVV",22722,70,9.091,2021-03-01,2021,6695.25,9.333,9.333,9,9.333,8.667,2.667,10,2,2.667,0.667,4,3,2.333,0.499965909865685,10,10,10,10,9,1,10,1,2,1,4,3,2,9,9,9,9,8,2,10,3,3,1,4,,3,9,9,8,9,9,5,10,,3,0,4,,2
"22730_201703","Netherlands","Forum for Democracy","FvD",22730,70,16.471,2017-03-01,2017,5081.25,9,8,8,8,8,2,9,4.5,7,3.5,7.333,4,6,0.451612903225806,9,8,8,8,8,1,9,2,,,7,,,9,8,8,8,7,3,9,7,7,5,7,4,6,9,8,8,8,9,,9,,7,2,8,,6
"22730_202103","Netherlands","Forum for Democracy","FvD",22730,70,10.591,2021-03-01,2021,11570.25,7.509,6.65,7.279,6.661,7.297,2.21,7.964,4.255,6.409,3.955,6.838,2,5.986,0.398780234250468,7.742,6.742,6.323,6.742,6.742,1.419,7.742,2.419,,,7,,,6.273,6.182,8,5.727,6.636,3,7.636,6.091,4.818,4.909,7,,7,8.514,7.027,7.514,7.514,8.514,,8.514,,8,3,6.514,2,4.973
"22731_202103","Netherlands","Right Answer 21","JA21",22731,70,7.396,2021-03-01,2021,21764.25,6.343,5.494,4.921,5.163,6.381,2.331,7.15,3.993,6.885,6.008,7.151,5,6.715,0.357651773786552,5.642,5.114,4.064,4.436,5.45,1.322,6.757,2.307,6,4.024,6.453,5,5.512,6.04,5.34,4.7,5.36,6.02,3.34,7.02,5.68,7,6,7,,7,7.346,6.029,6,5.692,7.673,,7.673,,7.654,8,8,,7.635
"22820_202103","Netherlands","Farmer-Citizen Movement","BBB",22820,80,-12.814,2021-03-01,2021,8513.25,7.333,8,6,7,6.667,3.667,7,6.667,7,7,6,4.5,6.333,0.192281066112842,7,8,5,6,6,2,7,4,6,6,5,4,5,7,8,6,7,7,5,7,8,7,7,7,5,7,8,8,7,8,7,4,7,8,8,8,6,,7
"22951_200611","Netherlands","Party for the Animals","PvdD",22951,95,4.373,2006-11-01,2006,12061.5,3,4.22,3,2.813,3.48,4.94,2.22,4.333,7.333,7.656,4.667,3.187,6.014,-0.236665796571826,3,3.44,2,2.44,2.44,3.88,1.44,4,6,6.44,4,4.56,5,3,5,4,4,5,6,3,5,8,8.529,7,3,7.529,3,,,2,3,,,4,8,8,3,2,5.514
"22951_201006","Netherlands","Party for the Animals","PvdD",22951,95,2.363,2010-06-01,2010,17173.5,4.799,4.5,4.227,3.961,5.152,6,1,5.182,7.161,8.343,4.485,4,6.505,-0.410441635199475,3.455,3,2.455,2.455,2.455,4,1,3.364,6.455,8,3.455,3,6,7,6,6,6,7,8,,7,7.514,8.514,7,6,7.514,3.943,,,3.429,6,6,,,7.514,8.514,3,3,6
"22951_201209","Netherlands","Party for the Animals","PvdD",22951,95,-6.465,2012-09-01,2012,12461.25,5.667,4.667,4,4.667,5.333,6.514,2,3.5,7.838,8.838,5.257,3.505,6.324,-0.375728316963543,5,4,3,4,5,5.542,1,2,7,8,,3,5.458,7,6,5,6,6,8,3,5,8.514,9.514,7.514,5.514,7.514,5,4,4,4,5,6,,,8,9,3,2,6
"22951_201703","Netherlands","Party for the Animals","PvdD",22951,95,-18.934,2017-03-01,2017,15562.5,5.667,5.843,4.667,5,5.54,6.859,2,4,7.495,8.672,4.682,4.182,6.359,-0.377867641340695,5,4.53,3,4,5.53,6.53,1,2,6.53,8.061,3,3,5.53,7,8,7,7,6.091,7.545,3,6,8.455,9.455,8.545,7.545,8.545,5,5,4,4,5,6.5,,,7.5,8.5,2.5,2,5
"22951_202103","Netherlands","Party for the Animals","PvdD",22951,95,-21.126,2021-03-01,2021,32646.75,6.423,5.586,5.261,5.59,6.176,7.171,1.167,3.911,7.427,8.345,4.171,3.923,6.175,-0.490162462241816,5.756,4.5,3.756,4.5,5.256,6.256,1,2.323,6.524,7.535,2.756,3.256,5.024,6.5,6.5,6,6,6,7.5,2.5,5.5,8,9,7.757,6.514,8,7.014,5.757,6.029,6.271,7.271,7.757,0,,7.757,8.5,2,2,5.5
"22952_194605","Netherlands","Reformed Political Party","SGP",22952,95,56,1946-05-01,1946,689.25,1,2,2,2,2,1,4,1,2.667,1.333,4.667,,3,0.5,1,2,2,2,2,1,4,1,3,2,4,,3,,,,,,,,,2,1,2,,2,,,,,,,,,3,1,8,,4
"22952_194807","Netherlands","Reformed Political Party","SGP",22952,95,54.386,1948-07-01,1948,769.5,0.5,1.5,4.5,2,2.5,1,5.5,0.5,2.333,1,4.333,,2.667,0.642857142857143,1,3,2,2,2,1,3,1,3,1,4,,3,0,0,7,2,3,1,8,0,2,1,2,,2,,,,,,,,,2,1,7,,3
"22952_198209","Netherlands","Reformed Political Party","SGP",22952,95,29.801,1982-09-01,1982,9138.75,3,2.667,4,3,3.667,2,5.667,2.5,6,1.667,6.667,4,5,0.360676699124619,3,4,4,3,3,2,5,2,5,1,5,4,4,3,2,4,3,4,2,7,3,6,2,7,3,5,3,2,4,3,4,,5,,7,2,8,5,6
"22952_198605","Netherlands","Reformed Political Party","SGP",22952,95,31.951,1986-05-01,1986,12782.25,2.5,2.5,3,2.167,2,1.778,2.222,1.778,5.038,2.352,6.186,6.056,4.723,0.0768431983385254,2,3,2,2,2,1.556,3.444,1.556,4.556,1,6,5.111,4.111,3,2,4,3,2,2,1,2,5.057,4.057,5.057,,5.057,2.5,,,1.5,,,,,5.5,2,7.5,7,5
"22952_198909","Netherlands","Reformed Political Party","SGP",22952,95,34.021,1989-09-01,1989,22974,2.667,2.775,4.655,3.333,4.228,1.68,6.12,2,4.698,2.913,5.467,6,4.583,0.453061224489796,2,2.324,1.964,2,2.685,1.36,4.36,1,3,1.991,4,5,3,3,2,7,4,5,2,8,3,6.057,5.057,6.057,7,6.057,3,4,5,4,5,,6,,5.036,1.691,6.345,6,4.691
"22952_199405","Netherlands","Reformed Political Party","SGP",22952,95,28.796,1994-05-01,1994,11295,2,2.763,3.263,2.5,4.026,1.737,6.288,2.237,4.352,2.994,6.171,5.75,4.514,0.443480802962386,2,2.526,2.526,2,3.051,1.474,4.577,1.474,3,2.423,6,5,3,2,3,4,3,5,2,8,3,5.057,4.057,6.514,,5.543,,,,,,,,,5,2.5,6,6.5,5
"22952_199805","Netherlands","Reformed Political Party","SGP",22952,95,26.559,1998-05-01,1998,13684.5,1.667,2.164,2.498,2,2.836,1.754,4.502,2,6.279,1.84,4.514,2.746,3.676,0.332848837209302,2,2.493,2.493,2,2.507,1.507,4.507,1,,1.507,,3.493,3,2,3,3,3,4,2,6,3,5.057,2.514,5.029,,4.029,1,1,2,1,2,,3,,7.5,1.5,4,2,4
